Name,Address,city,country,phone,email,website,facebook,instagram,twitter,googlemap,license,mon,tue,wed,thu,fri,sat,sun,image,Online_Shop,StoreFront,Recreational,Medical,Curbside_Pickup,Accessible,Security
Sweet Seven Cannabis Co. - Cambridge,"611 Hespeler Road, Unit 2","Cambridge, ON CA N1R 6J3",Canada,226-566-1777,info@sweetsevencannabis.ca,https://www.sweetsevencannabis.ca/,,,https://www.facebook.com/sweetsevencanna,https://www.google.com/maps/dir/?api=1&destination=611%20Hespeler%20Road%2C%20Unit%202%20Cambridge%2C%20ON%20CA%20N1R%206J3,Adult-Use Retail: CRSA1172571,,,,,,,,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/305/959/avatar/1607441475-Screen_Shot_2020-12-08_at_10.13.46_AM.png?fit=crop&auto=format&w=140&h=140
Speakeasy Cannabis - Cambridge,"Unit 14, 561 Hespeler Road","Cambridge, ON CA N1R6J4",Canada,5196248730,cambridge@speakeasycannabis.ca,https://speakeasycannabis.ca/,,,https://www.facebook.com/Speakeasy-Cambridge-103649885165074,https://www.google.com/maps/dir/?api=1&destination=Unit%2014%2C%20561%20Hespeler%20Road%20Cambridge%2C%20ON%20CA%20N1R6J4,Adult-Use Retail: CRSA1172477,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,10:00AM - 6:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/412/avatar/1634938134-thumbnail_speakeasy_chamber_7774_.jpg?fit=crop&auto=format&w=140&h=140
Miss Jones Cannabis - Hespeler Road Outpost,480 Hespeler Road,"Cambridge, ON CA N1R7R9",Canada,226-535-9763,hespelerroad@missjonescannabis.com,https://missjonescannabis.com/,,,https://www.facebook.com/Miss-Jones-Cannabis-Outposts-104688647933534,https://www.google.com/maps/dir/?api=1&destination=480%20Hespeler%20Road%20Cambridge%2C%20ON%20CA%20N1R7R9,Adult-Use Retail: CRSA1172748,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/677/avatar/1611257482-Miss_Jones_Logo.jpeg?fit=crop&auto=format&w=140&h=140
CIRCA 1818 - Cobourg,8 Strathy Road,"Cobourg, ON CA K9A 5J7",Canada,1 289-252-1803,info@circa1818.ca,https://circa1818.ca/,,,https://www.facebook.com/Circa1818,https://www.google.com/maps/dir/?api=1&destination=8%20Strathy%20Road%20Cobourg%2C%20ON%20CA%20K9A%205J7,,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,10:00AM - 6:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/965/avatar/1628544698-crica1818_social_insta_july13.jpg?fit=crop&auto=format&w=140&h=140
Sessions Cannabis - Port Colborne,287 West Side Rd.,"Port Colborne, ON CA L3K 5L2",Canada,289-836-9334,portcolborne@sessions.ca,https://www.sessions.ca/port-colborne-dispensary-menu,,,https://www.facebook.com/startyoursession,https://www.google.com/maps/dir/?api=1&destination=287%20West%20Side%20Rd.%20Port%20Colborne%2C%20ON%20CA%20L3K%205L2,Adult-Use Retail: CRSA,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 7:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/289/avatar/1624305201-1608740292-sessions_cannabis_logo.png?fit=crop&auto=format&w=140&h=140
Caribbean Oxygen,124 Main Street,"Cambridge, ON CA N1R 1V7",Canada,519.267.2225,info@caribbeanoxygen.ca,http://www.caribbeanoxygen.ca/,,,https://www.facebook.com/caribbeanoxygen124,https://www.google.com/maps/dir/?api=1&destination=124%20Main%20Street%20Cambridge%2C%20ON%20CA%20N1R%201V7,Adult-Use Retail: CROL1178935,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,10:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/249/avatar/1610810786-CO_open_4c_2x-100.jpg?fit=crop&auto=format&w=140&h=140
True North Cannabis Co. - Main St Cambridge,51 Main St.,"Cambridge, ON CA N1R 1V6",Canada,519 783 1694,info@tncc.ca,https://cambridge.tncc.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=51%20Main%20St.%20Cambridge%2C%20ON%20CA%20N1R%201V6,Adult-Use Retail: 1044485,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 9:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/856/avatar/1616589356-TNCC-Logo-New.jpg?fit=crop&auto=format&w=140&h=140
Fresh Bud Cannabis,"18 Ainslie Street South, #101","Cambridge, ON CA N1R 3K1",Canada,(519) 267-3232,info@fresh-bud.ca,https://freshbudcannabis.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=18%20Ainslie%20Street%20South%2C%20%23101%20Cambridge%2C%20ON%20CA%20N1R%203K1,Adult-Use Retail: CROL1178883,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 7:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/561/avatar/1614031549-f_b_round_transparant.png?fit=crop&auto=format&w=140&h=140
Miss Jones Cannabis - St. Marys Outpost,6 Water Street S,"St.Marys, ON CA N4X1B0",Canada,6472995012,stmarys@missjonescannabis.com,https://missjonescannabis.com/,,,,https://www.google.com/maps/dir/?api=1&destination=6%20Water%20Street%20S%20St.Marys%2C%20ON%20CA%20N4X1B0,Adult-Use Retail: CRSA1209154,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/321/121/avatar/1659019425-miss_jones_logo.jpeg?fit=crop&auto=format&w=140&h=140
True North Cannabis Co. - Port Colborne,349 King St.,"Port Colborne, ON CA L3K 4H2",Canada,289 248 3222,info@tncc.ca,https://portcolborne.tncc.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=349%20King%20St.%20Port%20Colborne%2C%20ON%20CA%20L3K%204H2,Adult-Use Retail: 1045243,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/853/avatar/1616589179-TNCC-Logo-New.jpg?fit=crop&auto=format&w=140&h=140
Mary J's Cannabis - Cobourg,38 King St W,"Cobourg, ON CA K9A 2L9",Canada,(905) 373-6279,info@maryjcannabis.ca,https://www.maryjcannabis.ca/,,,https://www.facebook.com/maryjontario,https://www.google.com/maps/dir/?api=1&destination=38%20King%20St%20W%20Cobourg%2C%20ON%20CA%20K9A%202L9,Adult-Use Retail: CRSA1191871,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 5:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/307/673/avatar/1646762353-mjs.jpeg?fit=crop&auto=format&w=140&h=140
True North Cannabis Co. - Fort Erie,201 Jarvis St. W,"Fort Erie, ON CA L2A 2S7",Canada,(905) 994-1414,info@tncc.ca,https://tncc.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=201%20Jarvis%20St.%20W%20Fort%20Erie%2C%20ON%20CA%20L2A%202S7,Adult-Use Retail: CRSA1197362,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/851/avatar/1625054183-tncc.jpeg?fit=crop&auto=format&w=140&h=140
VIP Cannabis Company - Cambridge,336 Eagle St N,"Cambridge, ON CA N3H 1C2",Canada,(519) 904-2676,vipcannabiscambridge@gmail.com,http://www.vipcannabis.ca/,,,https://www.facebook.com/vipcannabiz,https://www.google.com/maps/dir/?api=1&destination=336%20Eagle%20St%20N%20Cambridge%2C%20ON%20CA%20N3H%201C2,Adult-Use Retail: CRSA1229896,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/317/540/avatar/1658521200-vip_logo_white_01.png?fit=crop&auto=format&w=140&h=140
Kasa Kana - Peterborough,1840 Lansdowne St W Unit 8,"Peterborough, ON CA K9K 2M9",Canada,705-775-9333,info@kasakana.com,http://www.kasakana.com/,,,https://www.facebook.com/Kasakanashop,https://www.google.com/maps/dir/?api=1&destination=1840%20Lansdowne%20St%20W%20Unit%208%20Peterborough%2C%20ON%20CA%20K9K%202M9,Adult-Use Retail: CROL1168563,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,10:00AM - 7:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/133/avatar/1610144793-678931E2-DB61-4745-AA52-5518657965C5.jpeg?fit=crop&auto=format&w=140&h=140
The Green Cloud Cannabis - Arthur,"7999 Wellington County Rd 109, Building 1, Unit 3","Arthur, ON CA N0G 1A0",Canada,519-848-5656,thegreencloudcannabis@gmail.com,https://thegreencloudcannabis.com/,,,https://www.facebook.com/The-Green-Cloud-Cannabis-Arthur-100580508857877,https://www.google.com/maps/dir/?api=1&destination=7999%20Wellington%20County%20Rd%20109%2C%20Building%201%2C%20Unit%203%20Arthur%2C%20ON%20CA%20N0G%201A0,Adult-Use Retail: CRSA1196896,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 7:00AM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/308/908/avatar/1622058014-green_cloud.jpeg?fit=crop&auto=format&w=140&h=140
Canna Cabana - Fort Erie,450 Garrison Rd #100,"Fort Erie, ON CA L2A 1N2",Canada,905-994-6885,forterie@cannacabana.com,http://www.cannacabana.com/,,,,https://www.google.com/maps/dir/?api=1&destination=450%20Garrison%20Rd%20%23100%20Fort%20Erie%2C%20ON%20CA%20L2A%201N2,,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/311/252/avatar/1633110581-1586985888-canna_cabana_logo.jpeg?fit=crop&auto=format&w=140&h=140
Cannabis Supply Co - Fort Erie,"111 Niagara Blvd, Unit 3","Fort Erie, Ontario CA L2A 3G5",Canada,(289) 320-8886,hello@cannabissupplyco.ca,https://cannabissupplyco.ca/,,,https://www.facebook.com/Cannabis%20Supply%20Co.,https://www.google.com/maps/dir/?api=1&destination=111%20Niagara%20Blvd%2C%20Unit%203%20Fort%20Erie%2C%20Ontario%20CA%20L2A%203G5,,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/304/810/avatar/1644426489-cannabis_block_logo_colour.jpg?fit=crop&auto=format&w=140&h=140
Paradise Cannabis - Fort Erie,427 Garrison Road Unit 101,"Fort Erie, ON CA L2A 1N2",Canada,289-320 9420,info@paradisecannabis.ca,https://paradisecannabis.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=427%20Garrison%20Road%20Unit%20101%20Fort%20Erie%2C%20ON%20CA%20L2A%201N2,Adult-Use Retail: CRSA1177867,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 9:00PM,10:00AM - 10:00PM,10:00AM - 6:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/307/233/avatar/1615065885-FBprofile.jpg?fit=crop&auto=format&w=140&h=140
Sessions Cannabis - Rosedale,1900 King St E,"Hamilton, Ontario CA L8K 1W1",Canada,905-547-1238,rosedale@sessions.ca,https://www.sessions.ca/rosedale-dispensary-menu,,,https://www.facebook.com/startyoursession,https://www.google.com/maps/dir/?api=1&destination=1900%20King%20St%20E%20Hamilton%2C%20Ontario%20CA%20L8K%201W1,Adult-Use Retail: CRSA1188539,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/308/919/avatar/1622485609-sessions_logo.png?fit=crop&auto=format&w=140&h=140
True North Cannabis Co. - King St. Cambridge,3-960 King St E,"Cambridge, ON CA N3H 3P3",Canada,226-243-0163,info@tncc.ca,https://tncc.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=3-960%20King%20St%20E%20Cambridge%2C%20ON%20CA%20N3H%203P3,Adult-Use Retail: CRSA1190852,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 9:00PM,10:00AM - 9:30PM,10:00AM - 9:00PM,10:30AM - 6:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/852/avatar/1625054151-tncc.jpeg?fit=crop&auto=format&w=140&h=140
Uplift Cannabis - Orillia,190 Memorial Avenue Unit C,"Orillia, ON CA L3V 5X6",Canada,(705) 259-0420,hello@upliftcannabis.ca,https://upliftcannabis.ca/,,,https://www.facebook.com/upliftorillia,https://www.google.com/maps/dir/?api=1&destination=190%20Memorial%20Avenue%20Unit%20C%20Orillia%2C%20ON%20CA%20L3V%205X6,Adult-Use Retail: CRSA1197018,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 7:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/313/468/avatar/1637684062-uplift.jpeg?fit=crop&auto=format&w=140&h=140
One Plant - Peterborough,999 Lansdowne St. W Unit #8,"Peterborough, ON CA K9J 8N2",Canada,(705) 743-1884,info@oneplant.ca,https://www.oneplant.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=999%20Lansdowne%20St.%20W%20Unit%20%238%20Peterborough%2C%20ON%20CA%20K9J%208N2,,,,,,,,,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/941/avatar/1631802498-one_plant_proper_.png?fit=crop&auto=format&w=140&h=140
MedMen Buffalo,,,Canada,(716) 954-8276,,,,,https://www.facebook.com/MedMenStores,https://www.google.com/maps/dir/?api=1&destination=6850%20Main%20St.%20Buffalo%2C%20New%20York%20US%2014221,,,,,,,,,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/051/646/avatar/1631129220-avatar.png?fit=crop&auto=format&w=140&h=140
Sessions Cannabis - Orillia,30 Diana Drive Building 4 Unit 3,"Orillia, ON CA L3V 8K8",Canada,(705) 325-7000,orillia@sessions.ca,https://www.sessions.ca/orillia-barrie-simcoe-dispensary-menu,,,https://www.facebook.com/startyoursession,https://www.google.com/maps/dir/?api=1&destination=30%20Diana%20Drive%20Building%204%20Unit%203%20Orillia%2C%20ON%20CA%20L3V%208K8,Adult-Use Retail: CRSA1172628,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/286/avatar/1609960778-Sessions_Cannabis_Logo.png?fit=crop&auto=format&w=140&h=140
Cloud Nine - Brantford,"26 Brantwood Park Rd, Unit 4","Brantford, ON CA N3P 1G2",Canada,519-304-6420,cloud9cnbs@gmail.com,,,,https://www.facebook.com/cloudninecann,https://www.google.com/maps/dir/?api=1&destination=26%20Brantwood%20Park%20Rd%2C%20Unit%204%20Brantford%2C%20ON%20CA%20N3P%201G2,Adult-Use Retail: CRSA1194211,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/307/358/avatar/1616077316-Screen_Shot_2021-03-18_at_10.21.21_AM.png?fit=crop&auto=format&w=140&h=140
Piffingtons Cannabis Co - Kitchener,200 Lorraine Ave #3A,"Kitchener, ON CA N2B 3R3",Canada,647-919-0662,info@piffingtons.com,http://www.piffingtons.com/,,,https://www.instagram.com/@piffingtonscannabisco,https://www.google.com/maps/dir/?api=1&destination=200%20Lorraine%20Ave%20%233A%20Kitchener%2C%20ON%20CA%20N2B%203R3,,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/313/443/avatar/1638228785-blk_.jpg?fit=crop&auto=format&w=140&h=140
Village Cannabis Co,264 Ridgeway Road Unit 2,"Crystal Beach, ON CA L0S 1B0",Canada,2898769333,info@villagecannabisco.ca,http://www.villagecannabisco.ca/,,,https://www.facebook.com/Village-Cannabis-Co-107409474365878,https://www.google.com/maps/dir/?api=1&destination=264%20Ridgeway%20Road%20Unit%202%20Crystal%20Beach%2C%20ON%20CA%20L0S%201B0,Adult-Use Retail: 1180027,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/818/avatar/1612810118-Village-Type3.png?fit=crop&auto=format&w=140&h=140
The Den Cannabis - Orillia,660 Atherley Rd Unit 5,"Orillia, ON CA L3V 1P2",Canada,(705) 259-0887,contactus@cigvape.ca,http://www.thedencannabis.com/,,,https://www.facebook.com/The%20Den%20Cannabis%20Store%20Orillia,https://www.google.com/maps/dir/?api=1&destination=660%20Atherley%20Rd%20Unit%205%20Orillia%2C%20ON%20CA%20L3V%201P2,Adult-Use Retail: CRSA1178063,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 8:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/648/avatar/1611847191-the_den.jpg?fit=crop&auto=format&w=140&h=140
Sweet Releafs Inc. - Brantford,248 Lynden Rd Unit 3,"Brantford, ON CA N3R 8A3",Canada,519-753-1181,admin@sweetreleafs.ca,https://www.sweetreleafs.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=248%20Lynden%20Rd%20Unit%203%20Brantford%2C%20ON%20CA%20N3R%208A3,Adult-Use Retail: CRSA1227757,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/314/859/avatar/1644603049-sweet_releafs_logo.jpeg?fit=crop&auto=format&w=140&h=140
The Cannabist Shop - Victoria,1283 VICTORIA ST N,"Kitchener, ON CA N2B 3E3",Canada,519-208-0066,1283@thecannabist.shop,https://www.thecannabist.shop/,,,https://www.facebook.com/thebistshop519,https://www.google.com/maps/dir/?api=1&destination=1283%20VICTORIA%20ST%20N%20Kitchener%2C%20ON%20CA%20N2B%203E3,Adult-Use Retail: CRSA1172668,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/777/avatar/1611782453-cannabist_shop.jpeg?fit=crop&auto=format&w=140&h=140
Sessions Cannabis - Brantford,175-181 Lynden Rd.,"Brantford, Ontario CA N3P 1N6",Canada,(519) 304-8653,brantford@sessions.ca,https://www.sessions.ca/brantford-dispensary-menu,,,,https://www.google.com/maps/dir/?api=1&destination=175-181%20Lynden%20Rd.%20Brantford%2C%20Ontario%20CA%20N3P%201N6,Adult-Use Retail: CRSA1196666,10:00AM - 10:30PM,10:00AM - 10:30PM,10:00AM - 10:30PM,10:00AM - 10:30PM,10:00AM - 10:30PM,10:00AM - 10:30PM,11:00AM - 6:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/490/avatar/1622060952-logo_black2.png?fit=crop&auto=format&w=140&h=140
Sessions Cannabis - Kitchener Doon,2480 Homer Watson Blvd.,"Kitchener, Ontario CA N2P 2R5",Canada,(519) 748-1312,doon@sessions.ca,https://www.sessions.ca/kitchener-dispensary-menu,,,https://www.facebook.com/startyoursession,https://www.google.com/maps/dir/?api=1&destination=2480%20Homer%20Watson%20Blvd.%20Kitchener%2C%20Ontario%20CA%20N2P%202R5,Adult-Use Retail: CRSA1178939,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/494/avatar/1623164367-sessions_logo.png?fit=crop&auto=format&w=140&h=140
Mellow Leaf,724 Lansdowne Street,"Peterborough, ON CA k9J 1Z2",Canada,7057433999,info@mellowleaf.ca,http://mellowleaf.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=724%20Lansdowne%20Street%20Peterborough%2C%20ON%20CA%20k9J%201Z2,Adult-Use Retail: 3000364338,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/778/avatar/1632919853-screen_shot_2021-09-29_at_84958_am.png?fit=crop&auto=format&w=140&h=140
Cannabis Supply Co. - Kitchener/Waterloo,1400 Weber Street East Unit A5,"Kitchener, ON CA N2A 3Z8",Canada,519-208-5330,hello@cannabissupplyco.ca,https://cannabissupplyco.ca/kitchener/,,,https://www.facebook.com/Cannabis%20Supply%20Co.,https://www.google.com/maps/dir/?api=1&destination=1400%20Weber%20Street%20East%20Unit%20A5%20Kitchener%2C%20ON%20CA%20N2A%203Z8,,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/307/215/avatar/1644426234-cannabis_block_logo_colour.jpg?fit=crop&auto=format&w=140&h=140
BONNEFIRE - Orillia,34 Mississaga St E,"Orillia, ON CA L3V 1V5",Canada,(705) 326-4200,info@Bonnefire.ca,https://bonnefire.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=34%20Mississaga%20St%20E%20Orillia%2C%20ON%20CA%20L3V%201V5,Adult-Use Retail: CRSA1195570,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/320/892/avatar/1656124169-bonnefire.jpeg?fit=crop&auto=format&w=140&h=140
Happy Dayz Orillia,Mississauga St E,"Orillia, ON CA L3V 1V4",Canada,(705) 325-6125,info@happy-dayz.ca,https://happy-dayz.ca/pages/cannabis-orillia,,,,https://www.google.com/maps/dir/?api=1&destination=Mississauga%20St%20E%20Orillia%2C%20ON%20CA%20L3V%201V4,,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/807/avatar/1614706782-Happy_Dazy.png?fit=crop&auto=format&w=140&h=140
Miss Jones Cannabis - Sunshine City Outpost,81 Mississaga St E,"Orillia, ON CA L3V 1V6",Canada,705-325-0068,sunshinecity@missjonescannabis.com,https://missjonescannabis.com/shop/81-mississauga-st-e/,,,https://www.facebook.com/Miss-Jones-Cannabis-Outposts-104688647933534,https://www.google.com/maps/dir/?api=1&destination=81%20Mississaga%20St%20E%20Orillia%2C%20ON%20CA%20L3V%201V6,Adult-Use Retail: CRSA1172726,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/305/avatar/1609769803-1594406225-Miss_Jones_Tablet_Background.jpg?fit=crop&auto=format&w=140&h=140
Canna Cabana - Weber Street,1375 Weber St E,"Kitchener, ON CA N2A 3A7",Canada,(519) 896-0644,info@cannacabana.com,http://www.cannacabana.com/,,,,https://www.google.com/maps/dir/?api=1&destination=1375%20Weber%20St%20E%20Kitchener%2C%20ON%20CA%20N2A%203A7,Adult-Use Retail: CRSA1219313,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/320/677/avatar/1654871115-1637274811-canna_cabana_logo.jpeg?fit=crop&auto=format&w=140&h=140
FIKA Local Herbal Goods - Fairview Park Mall,2960 Kingsway Dr Unit G007,"Kitchener, ON CA N2C 1X1",Canada,226-444-1938,hello@fikasupply.com,https://fikasupply.com/,,,https://www.instagram.com/fikaherbalgoods,https://www.google.com/maps/dir/?api=1&destination=2960%20Kingsway%20Dr%20Unit%20G007%20Kitchener%2C%20ON%20CA%20N2C%201X1,Adult-Use Retail: CRSA1217883,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/313/791/avatar/1658775109-fika_local_cannabis_logo_-_400x400_weedmaps.png?fit=crop&auto=format&w=140&h=140
